signature,chromatic_number,a2,a3
FQy}w,0,1,2
FQy~w,0,1,2
FQz~w,0,1,2
FQ~vo,0,1,2
FQ~vW,0,1,2
FQ~vw,0,1,2
FQ~~w,0,1,2
FUZv_,0,1,2
FUZvo,0,1,2
FUZvg,0,1,2
FUZvW,0,1,2
FUZuw,0,1,2
FUZvw,0,1,2
FUZ~o,0,1,2
FUZ~w,0,1,2
FUxv_,0,1,2
FUxvO,0,1,2
FUxuo,0,1,2
FUxvo,0,1,2
FUxvw,0,1,2
FUzro,0,1,2
FUzvo,0,1,2
FUzvW,0,1,2
FUzvw,0,1,2
FUz^o,0,1,2
FUz]w,0,1,2
FUz^w,0,1,2
FUz~w,0,1,2
FU~vo,0,1,2
FU~vW,0,1,2
FU~vw,0,1,2
FU~~w,0,1,2
FTzvo,0,1,2
FTzvg,0,1,2
FTzvW,0,1,2
FTzvw,0,1,2
FTznw,0,1,2
FTz~w,0,1,2
FTnvo,0,1,2
FTnvg,0,1,2
FTnvw,0,1,2
FTm~o,0,1,2
FTm|w,0,1,2
FTm~w,0,1,2
FTn~w,0,1,2
FT~~w,0,1,2
FV~~w,0,1,2
F]zno,0,1,2
F]znW,0,1,2
F]zlw,0,1,2
F]znw,0,1,2
F]y~w,0,1,2
F]z~w,0,1,2
F]~vo,0,1,2
F]~vw,0,1,2
F]~~w,0,1,2
F^~~w,0,1,2
F~~~w,0,1,2
G?????,0,1,2
G???C?,0,1,2
G???E?,0,1,2
G???F?,0,1,2
G???F_,0,1,2
G???Fo,0,1,2
G???Fw,0,1,2
G???F{,0,1,2
G??CA?,0,1,2
G??CE?,0,1,2
G??CB?,0,1,2
G??CCC,0,1,2
G??CF?,0,1,2
G??CB_,0,1,2
G??CEC,0,1,2
G??CF_,0,1,2
G??CBo,0,1,2
G??CFC,0,1,2
G??CFo,0,1,2
G??CBw,0,1,2
G??CFc,0,1,2
G??CFw,0,1,2
G??CFs,0,1,2
G??CF{,0,1,2
G??EE?,0,1,2
G??E@_,0,1,2
G??EF?,0,1,2
G??ED_,0,1,2
G??E@o,0,1,2
G??EEC,0,1,2
G??EDC,0,1,2
G??E@c,0,1,2
G??EF_,0,1,2
G??EDo,0,1,2
G??E@w,0,1,2
G??EFC,0,1,2
G??EDc,0,1,2
G??E@s,0,1,2
G??EFo,0,1,2
G??EDw,0,1,2
G??EFc,0,1,2
G??EDs,0,1,2
G??E@{,0,1,2
G??EFw,0,1,2
G??EFs,0,1,2
G??ED{,0,1,2
G??EF{,0,1,2
G??FF?,0,1,2
G??FE_,0,1,2
G??FCo,0,1,2
G??F?w,0,1,2
G??FF_,0,1,2
G??FEo,0,1,2
G??FCw,0,1,2
G??FFC,0,1,2
G??FEc,0,1,2
G??FCs,0,1,2
G??F?{,0,1,2
G??FFo,0,1,2
G??FEw,0,1,2
G??FFc,0,1,2
G??FEs,0,1,2
G??FC{,0,1,2
G??FFw,0,1,2
G??FFs,0,1,2
G??FE{,0,1,2
G??FF{,0,1,2
G??Ff_,0,1,2
G??FfO,0,1,2
G??FeW,0,1,2
G??Ffo,0,1,2
G??FfW,0,1,2
G??Ffc,0,1,2
G??FfS,0,1,2
G??Fe[,0,1,2
G??Ffw,0,1,2
G??Ffs,0,1,2
G??Ff[,0,1,2
G??Ff{,0,1,2
G??Fvo,0,1,2
G??Fvg,0,1,2
G??Fvw,0,1,2
G??Fvs,0,1,2
G??Fvk,0,1,2
G??Fv{,0,1,2
G??F~w,0,1,2
G??F~{,0,1,2
G?AA@?,0,1,2
G?AAE?,0,1,2
G?AAD?,0,1,2
G?AA@_,0,1,2
G?AACG,0,1,2
G?AAF?,0,1,2
G?AAD_,0,1,2
G?AA@o,0,1,2
G?AAEG,0,1,2
G?AADG,0,1,2
G?AAF_,0,1,2
G?AADo,0,1,2
G?AAFG,0,1,2
G?AADg,0,1,2
G?AAEK,0,1,2
G?AAFo,0,1,2
G?AAFg,0,1,2
G?AADw,0,1,2
G?AAFK,0,1,2
G?AAFw,0,1,2
G?AAFk,0,1,2
G?AAF{,0,1,2
G?AEAG,0,1,2
G?AEF?,0,1,2
G?AEB_,0,1,2
G?AE@o,0,1,2
G?AEEG,0,1,2
G?AEBG,0,1,2
G?AEEC,0,1,2
G?AEDC,0,1,2
G?AEF_,0,1,2
G?AEDo,0,1,2
G?AEBo,0,1,2
G?AEFG,0,1,2
G?AEDg,0,1,2
G?AEBg,0,1,2
G?AEFC,0,1,2
G?AEDc,0,1,2
G?AEEK,0,1,2
G?AEFo,0,1,2
G?AEFg,0,1,2
G?AEDw,0,1,2
G?AEBw,0,1,2
G?AEFc,0,1,2
G?AEDs,0,1,2
G?AEFK,0,1,2
G?AEFw,0,1,2
G?AEFs,0,1,2
G?AEFk,0,1,2
G?AEF{,0,1,2
G?ABE?,0,1,2
G?ABB?,0,1,2
G?ABC_,0,1,2
G?AB?o,0,1,2
G?ABCG,0,1,2
G?ABF?,0,1,2
G?ABE_,0,1,2
G?ABB_,0,1,2
G?ABCo,0,1,2
G?ABAo,0,1,2
G?ABEG,0,1,2
G?ABCg,0,1,2
G?ABEC,0,1,2
G?ABBC,0,1,2
G?ABCc,0,1,2
G?ABAc,0,1,2
G?AB?s,0,1,2
G?ABCK,0,1,2
G?ABF_,0,1,2
G?ABEo,0,1,2
G?ABBo,0,1,2
G?ABFG,0,1,2
G?ABEg,0,1,2
G?ABCw,0,1,2
G?ABFC,0,1,2
G?ABEc,0,1,2
G?ABBc,0,1,2
G?ABCs,0,1,2
G?ABAs,0,1,2
G?ABEK,0,1,2
G?ABCk,0,1,2
G?ABFo,0,1,2
G?ABFg,0,1,2
G?ABEw,0,1,2
G?ABFc,0,1,2
G?ABEs,0,1,2
G?ABBs,0,1,2
G?ABFK,0,1,2
G?ABEk,0,1,2
G?ABC{,0,1,2
G?ABFw,0,1,2
G?ABFs,0,1,2
G?ABFk,0,1,2
G?ABE{,0,1,2
G?ABF{,0,1,2
G?ACJ_,0,1,2
G?ACKK,0,1,2
G?ACN_,0,1,2
G?ACJo,0,1,2
G?ACNG,0,1,2
G?ACMK,0,1,2
G?ACNo,0,1,2
G?ACNg,0,1,2
G?ACNK,0,1,2
G?ACNw,0,1,2
G?ACNk,0,1,2
G?ACN{,0,1,2
G?AFBG,0,1,2
G?AFAg,0,1,2
G?AF?w,0,1,2
G?AFF_,0,1,2
G?AFEo,0,1,2
G?AFBo,0,1,2
G?AFFG,0,1,2
G?AFEg,0,1,2
G?AFBg,0,1,2
G?AFCw,0,1,2
G?AFAw,0,1,2
G?AFFC,0,1,2
G?AFEc,0,1,2
G?AFCs,0,1,2
G?AFEK,0,1,2
G?AFBK,0,1,2
G?AFCk,0,1,2
G?AFAk,0,1,2
G?AF?{,0,1,2
G?AFFo,0,1,2
G?AFFg,0,1,2
G?AFEw,0,1,2
G?AFBw,0,1,2
G?AFFc,0,1,2
G?AFEs,0,1,2
G?AFBs,0,1,2
G?AFFK,0,1,2
G?AFEk,0,1,2
G?AFBk,0,1,2
G?AFC{,0,1,2
G?AFA{,0,1,2
G?AFFw,0,1,2
G?AFFs,0,1,2
G?AFFk,0,1,2
G?AFE{,0,1,2
G?AFB{,0,1,2
G?AFF{,0,1,2
G?ABf?,0,1,2
G?ABb_,0,1,2
G?ABeO,0,1,2
G?ABbO,0,1,2
G?ABeG,0,1,2
G?ABcW,0,1,2
G?ABf_,0,1,2
G?ABfO,0,1,2
G?ABbo,0,1,2
G?ABfG,0,1,2
G?ABeW,0,1,2
G?ABfC,0,1,2
G?ABbc,0,1,2
G?ABeS,0,1,2
G?ABbS,0,1,2
G?ABeK,0,1,2
G?ABc[,0,1,2
G?ABfo,0,1,2
G?ABfg,0,1,2
G?ABfW,0,1,2
G?ABfc,0,1,2
G?ABfS,0,1,2
G?ABbs,0,1,2
G?ABfK,0,1,2
G?ABe[,0,1,2
G?ABfw,0,1,2
G?ABfs,0,1,2
G?ABfk,0,1,2
G?ABf[,0,1,2
G?ABf{,0,1,2
G?AEN_,0,1,2
G?AELo,0,1,2
G?AEJo,0,1,2
G?AENG,0,1,2
G?AELg,0,1,2
G?AEMK,0,1,2
G?AELK,0,1,2
G?AENo,0,1,2
G?AENg,0,1,2
G?AELw,0,1,2
G?AENc,0,1,2
G?AELs,0,1,2
G?AEJs,0,1,2
G?AENK,0,1,2
G?AELk,0,1,2
G?AENw,0,1,2
G?AENs,0,1,2
G?AENk,0,1,2
G?AEL{,0,1,2
G?AEN{,0,1,2
G?AFf_,0,1,2
G?AFfO,0,1,2
G?AFfG,0,1,2
G?AFbg,0,1,2
G?AFeW,0,1,2
G?AFbW,0,1,2
G?AFfo,0,1,2
G?AFfg,0,1,2
G?AFfW,0,1,2
G?AFbw,0,1,2
G?AFfc,0,1,2
G?AFfS,0,1,2
G?AFfK,0,1,2
G?AFbk,0,1,2
G?AFe[,0,1,2
G?AFb[,0,1,2
G?AFfw,0,1,2
G?AFfs,0,1,2
G?AFfk,0,1,2
G?AFf[,0,1,2
G?AFb{,0,1,2
G?AFf{,0,1,2
G?ABv_,0,1,2
G?ABro,0,1,2
G?ABvG,0,1,2
G?ABvo,0,1,2
G?ABvg,0,1,2
G?ABvc,0,1,2
G?ABrs,0,1,2
G?ABvK,0,1,2
G?ABvw,0,1,2
G?ABvs,0,1,2
G?ABvk,0,1,2
G?ABv{,0,1,2
G?AFNG,0,1,2
G?AFMg,0,1,2
G?AFKw,0,1,2
G?AFNo,0,1,2
G?AFNg,0,1,2
G?AFMw,0,1,2
G?AFNK,0,1,2
G?AFMk,0,1,2
G?AFK{,0,1,2
G?AFNw,0,1,2
G?AFNs,0,1,2
G?AFNk,0,1,2
G?AFM{,0,1,2
G?AFN{,0,1,2
G?AFvo,0,1,2
G?AFvg,0,1,2
G?AFrw,0,1,2
G?AFvw,0,1,2
G?AFvs,0,1,2
G?AFvk,0,1,2
G?AFr{,0,1,2
G?AFv{,0,1,2
G?AFng,0,1,2
G?AFnW,0,1,2
G?AFnw,0,1,2
G?AFnk,0,1,2
G?AFn[,0,1,2
G?AFn{,0,1,2
G?AF~w,0,1,2
G?AF~{,0,1,2
G?BEF?,0,1,2
G?BE@o,0,1,2
G?BEEG,0,1,2
G?BEF_,0,1,2
G?BEDo,0,1,2
G?BEFG,0,1,2
G?BEDg,0,1,2
G?BEEK,0,1,2
G?BEFo,0,1,2
G?BEFg,0,1,2
G?BEDw,0,1,2
G?BEFK,0,1,2
G?BEFw,0,1,2
G?BEFk,0,1,2
G?BEF{,0,1,2
G?BDB?,0,1,2
G?BDF?,0,1,2
G?BDB_,0,1,2
G?BDAo,0,1,2
G?BDDG,0,1,2
G?BDBG,0,1,2
G?BD@g,0,1,2
G?BDCK,0,1,2
G?BDAK,0,1,2
G?BD?k,0,1,2
G?BDF_,0,1,2
G?BDEo,0,1,2
G?BDBo,0,1,2
G?BDFG,0,1,2
G?BDEg,0,1,2
G?BDDg,0,1,2
G?BDBg,0,1,2
G?BDCw,0,1,2
G?BDAw,0,1,2
G?BD@w,0,1,2
G?BDEK,0,1,2
G?BDBK,0,1,2
G?BDCk,0,1,2
G?BDAk,0,1,2
G?BD?{,0,1,2
G?BDFo,0,1,2
G?BDFg,0,1,2
G?BDEw,0,1,2
G?BDDw,0,1,2
G?BDBw,0,1,2
G?BDFK,0,1,2
G?BDEk,0,1,2
G?BDBk,0,1,2
G?BDC{,0,1,2
G?BDA{,0,1,2
G?BDFw,0,1,2
G?BDFk,0,1,2
G?BDE{,0,1,2
G?BDB{,0,1,2
G?BDF{,0,1,2
G?B@e?,0,1,2
G?B@f?,0,1,2
G?B@eO,0,1,2
G?B@dO,0,1,2
G?B@eG,0,1,2
G?B@dG,0,1,2
G?B@`g,0,1,2
G?B@cW,0,1,2
G?B@`W,0,1,2
G?B@cK,0,1,2
G?B@_[,0,1,2
G?B@f_,0,1,2
G?B@fO,0,1,2
G?B@fG,0,1,2
G?B@dg,0,1,2
G?B@eW,0,1,2
G?B@dW,0,1,2
G?B@`w,0,1,2
G?B@eK,0,1,2
G?B@dK,0,1,2
G?B@c[,0,1,2
G?B@fo,0,1,2
G?B@fg,0,1,2
G?B@fW,0,1,2
G?B@dw,0,1,2
G?B@fK,0,1,2
G?B@e[,0,1,2
G?B@d[,0,1,2
G?B@fw,0,1,2
G?B@fk,0,1,2
G?B@f[,0,1,2
G?B@f{,0,1,2
G?BFF?,0,1,2
G?BFE_,0,1,2
G?BFEG,0,1,2
G?BF@g,0,1,2
G?BF?w,0,1,2
G?BFF_,0,1,2
G?BFEo,0,1,2
G?BFDo,0,1,2
G?BFFG,0,1,2
G?BFEg,0,1,2
G?BFDg,0,1,2
G?BFCw,0,1,2
G?BF@w,0,1,2
G?BFFC,0,1,2
G?BFEc,0,1,2
G?BFFo,0,1,2
G?BFFg,0,1,2
G?BFEw,0,1,2
G?BFDw,0,1,2
G?BFFc,0,1,2
G?BFEs,0,1,2
G?BFDs,0,1,2
G?BFFK,0,1,2
G?BFEk,0,1,2
G?BFDk,0,1,2
G?BFC{,0,1,2
G?BF@{,0,1,2
G?BFFw,0,1,2
G?BFFs,0,1,2
G?BFFk,0,1,2
G?BFE{,0,1,2
G?BFD{,0,1,2
G?BFF{,0,1,2
G?BDb_,0,1,2
G?BDbO,0,1,2
G?BDbG,0,1,2
G?BDaW,0,1,2
G?BD`W,0,1,2
G?BDf_,0,1,2
G?BDfO,0,1,2
G?BDdo,0,1,2
G?BDbo,0,1,2
G?BDfG,0,1,2
G?BDdg,0,1,2
G?BDbg,0,1,2
G?BDeW,0,1,2
G?BDdW,0,1,2
G?BDbW,0,1,2
G?BD`w,0,1,2
G?BDfC,0,1,2
G?BDdc,0,1,2
G?BDbc,0,1,2
G?BDeS,0,1,2
G?BDdS,0,1,2
G?BDbS,0,1,2
G?BDeK,0,1,2
G?BDfo,0,1,2
G?BDfg,0,1,2
G?BDfW,0,1,2
G?BDdw,0,1,2
G?BDbw,0,1,2
G?BDfc,0,1,2
G?BDfS,0,1,2
G?BDds,0,1,2
G?BDbs,0,1,2
G?BDfK,0,1,2
G?BDdk,0,1,2
G?BDbk,0,1,2
G?BDe[,0,1,2
G?BDd[,0,1,2
G?BDb[,0,1,2
G?BD`{,0,1,2
G?BDfw,0,1,2
G?BDfs,0,1,2
G?BDfk,0,1,2
G?BDf[,0,1,2
G?BDd{,0,1,2
G?BDb{,0,1,2
G?BDf{,0,1,2
G?B@v?,0,1,2
G?B@t_,0,1,2
G?B@po,0,1,2
G?B@uG,0,1,2
G?B@v_,0,1,2
G?B@to,0,1,2
G?B@vG,0,1,2
G?B@tg,0,1,2
G?B@pw,0,1,2
G?B@vC,0,1,2
G?B@tc,0,1,2
G?B@ps,0,1,2
G?B@uK,0,1,2
G?B@tK,0,1,2
G?B@vo,0,1,2
G?B@vg,0,1,2
G?B@tw,0,1,2
G?B@vc,0,1,2
G?B@ts,0,1,2
G?B@vK,0,1,2
G?B@tk,0,1,2
G?B@p{,0,1,2
G?B@vw,0,1,2
G?B@vs,0,1,2
G?B@vk,0,1,2
G?B@t{,0,1,2
G?B@v{,0,1,2
G?BEN_,0,1,2
G?BELo,0,1,2
G?BENG,0,1,2
G?BEMK,0,1,2
G?BEHk,0,1,2
G?BENo,0,1,2
G?BENg,0,1,2
G?BELw,0,1,2
G?BENK,0,1,2
G?BELk,0,1,2
G?BEH{,0,1,2
G?BENw,0,1,2
G?BENk,0,1,2
G?BEL{,0,1,2
G?BEN{,0,1,2
G?BDN_,0,1,2
G?BDMo,0,1,2
G?BDJo,0,1,2
G?BDNG,0,1,2
G?BDMg,0,1,2
G?BDLg,0,1,2
G?BDJg,0,1,2
G?BDKw,0,1,2
G?BDHw,0,1,2
G?BDMK,0,1,2
G?BDJK,0,1,2
G?BDKk,0,1,2
G?BDIk,0,1,2
G?BDG{,0,1,2
G?BDNo,0,1,2
G?BDNg,0,1,2
G?BDMw,0,1,2
G?BDLw,0,1,2
G?BDJw,0,1,2
G?BDNK,0,1,2
G?BDMk,0,1,2
G?BDJk,0,1,2
G?BDK{,0,1,2
G?BDI{,0,1,2
G?BDNw,0,1,2
G?BDNk,0,1,2
G?BDM{,0,1,2
G?BDJ{,0,1,2
G?BDN{,0,1,2
G?B@n_,0,1,2
G?B@nO,0,1,2
G?B@nG,0,1,2
G?B@lg,0,1,2
G?B@mW,0,1,2
G?B@lW,0,1,2
G?B@hw,0,1,2
G?B@no,0,1,2
G?B@ng,0,1,2
G?B@nW,0,1,2
G?B@lw,0,1,2
G?B@nK,0,1,2
G?B@m[,0,1,2
G?B@l[,0,1,2
G?B@nw,0,1,2
G?B@nk,0,1,2
G?B@n[,0,1,2
G?B@n{,0,1,2
G?BFf_,0,1,2
G?BFfO,0,1,2
G?BFfo,0,1,2
G?BFfg,0,1,2
G?BFfW,0,1,2
G?BFdw,0,1,2
G?BFfc,0,1,2
G?BFfS,0,1,2
G?BFfw,0,1,2
G?BFfs,0,1,2
G?BFfk,0,1,2
G?BFf[,0,1,2
G?BFd{,0,1,2
G?BFf{,0,1,2
G?BDv_,0,1,2
G?BDto,0,1,2
G?BDro,0,1,2
G?BDvG,0,1,2
G?BDvo,0,1,2
G?BDvg,0,1,2
G?BDtw,0,1,2
G?BDrw,0,1,2
G?BDvc,0,1,2
G?BDts,0,1,2
G?BDrs,0,1,2
G?BDvK,0,1,2
G?BDvw,0,1,2
G?BDvs,0,1,2
G?BDvk,0,1,2
G?BDt{,0,1,2
G?BDr{,0,1,2
G?BDv{,0,1,2
G?BFN_,0,1,2
G?BFMo,0,1,2
G?BFNo,0,1,2
G?BFNg,0,1,2
G?BFMw,0,1,2
G?BFLw,0,1,2
G?BFNc,0,1,2
G?BFMs,0,1,2
G?BFNK,0,1,2
G?BFMk,0,1,2
G?BFNw,0,1,2
G?BFNs,0,1,2
G?BFNk,0,1,2
G?BFM{,0,1,2
G?BFL{,0,1,2
G?BFN{,0,1,2
G?BDn_,0,1,2
G?BDnO,0,1,2
G?BDlo,0,1,2
G?BDjo,0,1,2
G?BDno,0,1,2
G?BDng,0,1,2
G?BDnW,0,1,2
G?BDlw,0,1,2
G?BDjw,0,1,2
G?BDnc,0,1,2
G?BDnS,0,1,2
G?BDls,0,1,2
G?BDjs,0,1,2
G?BDnK,0,1,2
G?BDlk,0,1,2
G?BDjk,0,1,2
G?BDm[,0,1,2
G?BDl[,0,1,2
G?BDj[,0,1,2
G?BDnw,0,1,2
G?BDns,0,1,2
G?BDnk,0,1,2
G?BDn[,0,1,2
G?BDl{,0,1,2
G?BDj{,0,1,2
G?BDn{,0,1,2
G?B@~_,0,1,2
G?B@|o,0,1,2
G?B@~o,0,1,2
G?B@~g,0,1,2
G?B@|w,0,1,2
G?B@~c,0,1,2
G?B@|s,0,1,2
G?B@~K,0,1,2
G?B@|k,0,1,2
G?B@x{,0,1,2
G?B@~w,0,1,2
G?B@~s,0,1,2
G?B@~k,0,1,2
G?B@|{,0,1,2
G?B@~{,0,1,2
G?BFvo,0,1,2
G?BFvw,0,1,2
G?BFvs,0,1,2
G?BFv{,0,1,2
G?BFno,0,1,2
G?BFng,0,1,2
G?BFnW,0,1,2
G?BFnw,0,1,2
G?BFns,0,1,2
G?BFnk,0,1,2
G?BFn[,0,1,2
G?BFn{,0,1,2
G?BD~o,0,1,2
G?BD~g,0,1,2
G?BD|w,0,1,2
G?BDzw,0,1,2
G?BD~w,0,1,2
G?BD~s,0,1,2
G?BD~k,0,1,2
G?BD|{,0,1,2
G?BDz{,0,1,2
G?BD~{,0,1,2
G?BF~w,0,1,2
G?BF~{,0,1,2
G?BfF?,0,1,2
G?BfF_,0,1,2
G?BfEo,0,1,2
G?BfFG,0,1,2
G?BfEK,0,1,2
G?BfCk,0,1,2
G?Bf?{,0,1,2
G?BfFo,0,1,2
G?BfFg,0,1,2
G?BfEw,0,1,2
G?BfFK,0,1,2
G?BfEk,0,1,2
G?BfC{,0,1,2
G?BfFw,0,1,2
G?BfFk,0,1,2
G?BfE{,0,1,2
G?BfF{,0,1,2
G?Bef_,0,1,2
G?BefO,0,1,2
G?Bedo,0,1,2
G?BefG,0,1,2
G?Beeg,0,1,2
G?Bedg,0,1,2
G?BeeW,0,1,2
G?Becw,0,1,2
G?BeeK,0,1,2
G?BedK,0,1,2
G?Be`k,0,1,2
G?Bec[,0,1,2
G?Be`[,0,1,2
G?Befo,0,1,2
G?Befg,0,1,2
G?BefW,0,1,2
G?Beew,0,1,2
G?Bedw,0,1,2
G?BefK,0,1,2
G?Bedk,0,1,2
G?Bee[,0,1,2
G?Bed[,0,1,2
G?Be`{,0,1,2
G?Befw,0,1,2
G?Befk,0,1,2
G?Bef[,0,1,2
G?Bed{,0,1,2
G?Bef{,0,1,2
G?Bcr_,0,1,2
G?Bcv_,0,1,2
G?Bcro,0,1,2
G?BcvG,0,1,2
G?Bcug,0,1,2
G?Bcrg,0,1,2
G?Bcsw,0,1,2
G?Bcqw,0,1,2
G?BcuK,0,1,2
G?BcrK,0,1,2
G?Bcqk,0,1,2
G?Bcvo,0,1,2
G?Bcvg,0,1,2
G?Bcuw,0,1,2
G?Bcrw,0,1,2
G?BcvK,0,1,2
G?Bcuk,0,1,2
G?Bcrk,0,1,2
G?Bcvw,0,1,2
G?Bcvk,0,1,2
G?Bcr{,0,1,2
G?Bcv{,0,1,2
G?Bff_,0,1,2
G?BffO,0,1,2
G?BffG,0,1,2
G?Bfeg,0,1,2
G?Bffo,0,1,2
G?Bffg,0,1,2
G?BffW,0,1,2
G?Bfew,0,1,2
G?Bffc,0,1,2
G?BffS,0,1,2
G?Bffw,0,1,2
G?Bffs,0,1,2
G?Bffk,0,1,2
G?Bff[,0,1,2
G?Bfe{,0,1,2
G?Bff{,0,1,2
G?Bev_,0,1,2
G?Beuo,0,1,2
G?Beto,0,1,2
G?BevG,0,1,2
G?Beug,0,1,2
G?Betg,0,1,2
G?Besw,0,1,2
G?Bepw,0,1,2
G?Bevo,0,1,2
G?Bevg,0,1,2
G?Beuw,0,1,2
G?Betw,0,1,2
G?Bevc,0,1,2
G?Beus,0,1,2
G?Bets,0,1,2
G?BevK,0,1,2
G?Bevw,0,1,2
G?Bevs,0,1,2
G?Bevk,0,1,2
G?Beu{,0,1,2
G?Bet{,0,1,2
G?Bev{,0,1,2
G?BfNo,0,1,2
G?BfNg,0,1,2
G?BfNK,0,1,2
G?BfNw,0,1,2
G?BfNk,0,1,2
G?BfM{,0,1,2
G?BfN{,0,1,2
G?Beno,0,1,2
G?Beng,0,1,2
G?BenW,0,1,2
G?Bemw,0,1,2
G?Belw,0,1,2
G?BenK,0,1,2
G?Belk,0,1,2
G?Bem[,0,1,2
G?Benw,0,1,2
G?Benk,0,1,2
G?Ben[,0,1,2
G?Bel{,0,1,2
G?Ben{,0,1,2
G?Bc~o,0,1,2
G?Bc~g,0,1,2
G?Bc}w,0,1,2
G?Bczw,0,1,2
G?Bc~K,0,1,2
G?Bc}k,0,1,2
G?Bczk,0,1,2
G?Bc~w,0,1,2
G?Bc~k,0,1,2
G?Bcz{,0,1,2
G?Bc~{,0,1,2
G?Bfvo,0,1,2
G?Bfvw,0,1,2
G?Bfvs,0,1,2
G?Bfv{,0,1,2
G?Bfno,0,1,2
G?Bfnw,0,1,2
G?Bfns,0,1,2
G?Bfnk,0,1,2
G?Bfn[,0,1,2
G?Bfn{,0,1,2
G?Be~o,0,1,2
G?Be~w,0,1,2
G?Be~s,0,1,2
G?Be~k,0,1,2
G?Be}{,0,1,2
G?Be|{,0,1,2
G?Be~{,0,1,2
G?Bf~w,0,1,2
G?Bf~{,0,1,2
G?Bvf_,0,1,2
G?BvfO,0,1,2
G?Bvfo,0,1,2
G?Bvfg,0,1,2
G?BvfK,0,1,2
G?Bve[,0,1,2
G?Bvfw,0,1,2
G?Bvfk,0,1,2
G?Bvf[,0,1,2
G?Bvf{,0,1,2
G?BvUo,0,1,2
G?BvVo,0,1,2
G?BvVg,0,1,2
G?BvVW,0,1,2
G?BvUw,0,1,2
G?BvVK,0,1,2
G?BvUk,0,1,2
G?BvS{,0,1,2
G?BvVw,0,1,2
G?BvVk,0,1,2
G?BvU{,0,1,2
G?BvV{,0,1,2
G?Bvvo,0,1,2
G?Bvvg,0,1,2
G?BvvW,0,1,2
G?Bvvw,0,1,2
G?Bvvs,0,1,2
G?Bvv{,0,1,2
G?Bvnw,0,1,2
G?Bvnk,0,1,2
G?Bvn[,0,1,2
G?Bvn{,0,1,2
G?Bv^w,0,1,2
G?Bv]{,0,1,2
G?Bv^{,0,1,2
G?Bv~{,0,1,2
G?B~vo,0,1,2
G?B~vw,0,1,2
G?B~vk,0,1,2
G?B~v{,0,1,2
G?B~~{,0,1,2
G?`@?_,0,1,2
G?`@E?,0,1,2
G?`@C_,0,1,2
G?`@CO,0,1,2
G?`@F?,0,1,2
G?`@E_,0,1,2
G?`@EO,0,1,2
G?`@Co,0,1,2
G?`@F_,0,1,2
G?`@FO,0,1,2
G?`@Eo,0,1,2
G?`@EW,0,1,2
G?`@Fo,0,1,2
G?`@FW,0,1,2
G?`@Ew,0,1,2
G?`@Fw,0,1,2
G?`@F[,0,1,2
G?`@F{,0,1,2
G?`DB?,0,1,2
G?`DA_,0,1,2
G?`D@O,0,1,2
G?`DAG,0,1,2
G?`DF?,0,1,2
G?`DE_,0,1,2
G?`DD_,0,1,2
G?`DB_,0,1,2
G?`DEO,0,1,2
G?`DDO,0,1,2
G?`DBO,0,1,2
G?`D@o,0,1,2
G?`DEG,0,1,2
G?`DBG,0,1,2
G?`DAg,0,1,2
G?`DEC,0,1,2
G?`DDC,0,1,2
G?`DCc,0,1,2
G?`DF_,0,1,2
G?`DFO,0,1,2
G?`DEo,0,1,2
G?`DDo,0,1,2
G?`DBo,0,1,2
G?`DFG,0,1,2
G?`DEg,0,1,2
G?`DBg,0,1,2
G?`DEW,0,1,2
G?`DBW,0,1,2
G?`DFC,0,1,2
G?`DEc,0,1,2
G?`DDc,0,1,2
G?`DDS,0,1,2
G?`DEK,0,1,2
G?`DFo,0,1,2
G?`DFg,0,1,2
G?`DFW,0,1,2
G?`DEw,0,1,2
G?`DBw,0,1,2
G?`DFc,0,1,2
G?`DFS,0,1,2
G?`DDs,0,1,2
G?`DFK,0,1,2
G?`DEk,0,1,2
G?`DFw,0,1,2
G?`DFs,0,1,2
G?`DFk,0,1,2
G?`DF[,0,1,2
G?`DF{,0,1,2
G?`@e?,0,1,2
G?`@d?,0,1,2
G?`@`_,0,1,2
G?`@cO,0,1,2
G?`@f?,0,1,2
G?`@d_,0,1,2
G?`@eO,0,1,2
G?`@dO,0,1,2
G?`@eC,0,1,2
G?`@dC,0,1,2
G?`@`c,0,1,2
G?`@cS,0,1,2
G?`@f_,0,1,2
G?`@fO,0,1,2
G?`@do,0,1,2
G?`@eW,0,1,2
G?`@fC,0,1,2
G?`@dc,0,1,2
G?`@eS,0,1,2
G?`@dS,0,1,2
G?`@fo,0,1,2
G?`@fW,0,1,2
G?`@fc,0,1,2
G?`@fS,0,1,2
G?`@ds,0,1,2
G?`@e[,0,1,2
G?`@fw,0,1,2
G?`@fs,0,1,2
G?`@f[,0,1,2
G?`@f{,0,1,2
G?`CQG,0,1,2
G?`CR_,0,1,2
G?`CUO,0,1,2
G?`CUG,0,1,2
G?`CRG,0,1,2
G?`CSS,0,1,2
G?`CV_,0,1,2
G?`CVO,0,1,2
G?`CTo,0,1,2
G?`CVG,0,1,2
G?`CRg,0,1,2
G?`CUW,0,1,2
G?`CUS,0,1,2
G?`CTS,0,1,2
G?`CVo,0,1,2
G?`CVg,0,1,2
G?`CVW,0,1,2
G?`CVS,0,1,2
G?`CTs,0,1,2
G?`CU[,0,1,2
G?`CVw,0,1,2
G?`CVs,0,1,2
G?`CV[,0,1,2
G?`CV{,0,1,2
